polstn,pol,stn,stn_no,lat,lon,tribmarsh,region,loc,loc_code,habitat,tidesta,station_name
NB-670,NB-670,NA,NA,38.156093,-122.406754,Sonoma Creek,North Bay,Sonoma Creek,SON,Mainstem,Sonoma Creek Entrance,9415338
NB-700,NB-700,NA,NA,38.241209,-122.639686,Petaluma River,North Bay,Petaluma River,PET,Mainstem,"Petaluma River, Upper Drawbridge",9415584
NB-710,NB-710,NA,NA,38.235652,-122.637587,Petaluma River,North Bay,Petaluma River,PET,Mainstem,"Petaluma River, Upper Drawbridge",9415584
NB-720,NB-720,NA,NA,38.23149,-122.629091,Petaluma River,North Bay,Petaluma River,PET,Mainstem,"Petaluma River, Upper Drawbridge",9415584
NB-730,NB-730,NA,NA,38.228889,-122.619091,Petaluma River,North Bay,Petaluma River,PET,Mainstem,"Petaluma River, Upper Drawbridge",9415584
NB-740,NB-740,NA,NA,38.225445,-122.608791,Petaluma River,North Bay,Petaluma River,PET,Mainstem,"Petaluma River, Upper Drawbridge",9415584
NB-750,NB-750,NA,NA,38.22121,-122.599855,Petaluma River,North Bay,Petaluma River,PET,Mainstem,"Petaluma River, Upper Drawbridge",9415584
NB-760,NB-760,NA,NA,38.216968,-122.591211,Petaluma River,North Bay,Petaluma River,PET,Mainstem,"Petaluma River, Upper Drawbridge",9415584
NB-760Pond,NB-760Pond,NA,NA,38.221501,-122.590922,Petaluma River,North Bay,Petaluma River,PET,Restoration Pond,"Petaluma River, Upper Drawbridge",9415584
NB-762,NB-762,NA,NA,38.21896,-122.587089,Petaluma River,North Bay,Petaluma River,PET,Slough,"Petaluma River, Upper Drawbridge",9415584
NB-770,NB-770,NA,NA,38.210073,-122.583763,Petaluma River,North Bay,Petaluma River,PET,Mainstem,"Lakeville, Petaluma River",TWC0649
NB-772,NB-772,NA,NA,38.212474,-122.585046,Petaluma River,North Bay,Petaluma River,PET,Slough,"Lakeville, Petaluma River",TWC0649
NB-780,NB-780,NA,NA,38.205542,-122.574104,Petaluma River,North Bay,Petaluma River,PET,Mainstem,"Lakeville, Petaluma River",TWC0649
NB-782,NB-782,NA,NA,38.209225,-122.579314,Petaluma River,North Bay,Petaluma River,PET,Slough,"Lakeville, Petaluma River",TWC0649
NB-790,NB-790,NA,NA,38.200296,-122.56522,Petaluma River,North Bay,Petaluma River,PET,Mainstem,"Lakeville, Petaluma River",TWC0649
NB-792,NB-792,NA,NA,38.208715,-122.567674,Petaluma River,North Bay,Petaluma River,PET,Slough,"Lakeville, Petaluma River",TWC0649
NB-800,NB-800,NA,NA,38.198544,-122.556173,Petaluma River,North Bay,Petaluma River,PET,Mainstem,"Lakeville, Petaluma River",TWC0649
NB-810,NB-810,NA,NA,38.195869,-122.547866,Petaluma River,North Bay,Petaluma River,PET,Mainstem,"Lakeville, Petaluma River",TWC0649
NB-820,NB-820,NA,NA,38.18725,-122.545043,Petaluma River,North Bay,Petaluma River,PET,Mainstem,"Lakeville, Petaluma River",TWC0649
NB-830,NB-830,NA,NA,38.179223,-122.540278,Petaluma River,North Bay,Petaluma River,PET,Mainstem,"Lakeville, Petaluma River",TWC0649
NB-840,NB-840,NA,NA,38.172239,-122.533678,Petaluma River,North Bay,Petaluma River,PET,Mainstem,"Lakeville, Petaluma River",TWC0649
NB-850,NB-850,NA,NA,38.1661,-122.537631,Petaluma River,North Bay,Petaluma River,PET,Mainstem,"HOG IS.,SAN ANTONIO CREEK",9415344
NB-860,NB-860,NA,NA,38.159855,-122.543793,Petaluma River,North Bay,Petaluma River,PET,Mainstem,"HOG IS.,SAN ANTONIO CREEK",9415344
NB-861,NB-861,NA,NA,38.157971,-122.549595,Petaluma River,North Bay,Mud Slough Petaluma,MDP,Slough Adjacent to Restoration Pond,"HOG IS.,SAN ANTONIO CREEK",9415344
NB-863,NB-863,NA,NA,38.161798,-122.55696,Petaluma River,North Bay,Mud Slough Petaluma,MDP,Slough Adjacent to Restoration Pond,"HOG IS.,SAN ANTONIO CREEK",9415344
NB-865,NB-865,NA,NA,38.167817,-122.553979,Petaluma River,North Bay,Mud Slough Petaluma,MDP,Slough Adjacent to Restoration Pond,"HOG IS.,SAN ANTONIO CREEK",9415344
NB-867,NB-867,NA,NA,38.169967,-122.560708,Petaluma River,North Bay,Mud Slough Petaluma,MDP,Slough Adjacent to Restoration Pond,"HOG IS.,SAN ANTONIO CREEK",9415344
NB-869,NB-869,NA,NA,38.175737,-122.56618,Petaluma River,North Bay,Mud Slough Petaluma,MDP,Slough Adjacent to Restoration Pond,"HOG IS.,SAN ANTONIO CREEK",9415344
NB-869Pond,NB-869Pond,NA,NA,#N/A,#N/A,Petaluma River,North Bay,Mud Slough Petaluma,MDP,Restoration Pond,"Petaluma River, Upper Drawbridge",9415584
NB-870,NB-870,NA,NA,38.152394,-122.538497,Petaluma River,North Bay,Petaluma River,PET,Mainstem,"HOG IS.,SAN ANTONIO CREEK",9415344
NB-880,NB-880,NA,NA,38.146664,-122.529875,Petaluma River,North Bay,Petaluma River,PET,Mainstem,"HOG IS.,SAN ANTONIO CREEK",9415344
NB-890,NB-890,NA,NA,38.141254,-122.520813,Petaluma River,North Bay,Petaluma River,PET,Mainstem,"HOG IS.,SAN ANTONIO CREEK",9415344
NB-900,NB-900,NA,NA,38.133898,-122.514344,Petaluma River,North Bay,Petaluma River,PET,Mainstem,"HOG IS.,SAN ANTONIO CREEK",9415344
NB-901,NB-901,NA,NA,38.135807,-122.522194,Petaluma River,North Bay,Petaluma River,PET,Slough Adjacent to Restoration Pond,PETALUMA RIVER ENTRANCE,9415252
NB-910,NB-910,NA,NA,38.125165,-122.511166,Petaluma River,North Bay,Petaluma River,PET,Mainstem,PETALUMA RIVER ENTRANCE,9415252
NB-920,NB-920,NA,NA,38.117268,-122.507046,Petaluma River,North Bay,Petaluma River,PET,Mainstem,PETALUMA RIVER ENTRANCE,9415252
NB-930,NB-930,NA,NA,38.11219,-122.498015,Petaluma River,North Bay,Petaluma River,PET,Mainstem,PETALUMA RIVER ENTRANCE,9415252
NB-940,NB-940,NA,NA,38.096169,-122.48977,Novato Creek,North Bay,Novato Creek,NOV,Mainstem,PETALUMA RIVER ENTRANCE,9415252
NB-950,NB-950,NA,NA,38.089349,-122.499211,Novato Creek,North Bay,Novato Creek,NOV,Mainstem,PETALUMA RIVER ENTRANCE,9415252
NB-960,NB-960,NA,NA,38.086245,-122.511186,Novato Creek,North Bay,Novato Creek,NOV,Mainstem,PETALUMA RIVER ENTRANCE,9415252
NB-970,NB-970,NA,NA,38.085509,-122.527109,Novato Creek,North Bay,Novato Creek,NOV,Mainstem,PETALUMA RIVER ENTRANCE,9415252
NB-980,NB-980,NA,NA,38.016837,-122.502355,Gallinas Creek,North Bay,Gallinas Creek,GAL,Mainstem,"GALLINAS, GALLINAS CREEK",9415052
NB-990,NB-990,NA,NA,38.018167,-122.512129,Gallinas Creek,North Bay,Gallinas Creek,GAL,Mainstem,"GALLINAS, GALLINAS CREEK",9415052
NB-991,NB-991,NA,NA,38.01537,-122.519405,Gallinas Creek,North Bay,Gallinas Creek,GAL,Slough,"GALLINAS, GALLINAS CREEK",9415052
NB-992,NB-992,NA,NA,38.009958,-122.526294,Gallinas Creek,North Bay,Gallinas Creek,GAL,Slough ,"GALLINAS, GALLINAS CREEK",9415052
NEW 1,Legacy,NEW 1,1,,,Newark Marsh,South Bay,Newark Marsh,NEW,unkown,,
NEW 2,Legacy,NEW 2,2,,,Newark Marsh,South Bay,Newark Marsh,NEW,unkown,,
NEW 3,Legacy,NEW 3,3,,,Newark Marsh,South Bay,Newark Marsh,NEW,unkown,,
NEW 4,Legacy,NEW 4,4,,,Newark Marsh,South Bay,Newark Marsh,NEW,unkown,,
NEW 6,Legacy,NEW 6,6,,,Newark Marsh,South Bay,Newark Marsh,NEW,unkown,,
NEW 7,Legacy,NEW 7,7,,,Newark Marsh,South Bay,Newark Marsh,NEW,unkown,,
PET 1,Legacy,PET 1,1,38.227792,-122.612553,Petaluma River,North Bay,Petaluma River,PET,Mainstem,,
PET 2,Legacy,PET 2,2,38.214533,-122.583167,Petaluma River,North Bay,Petaluma River,PET,Mainstem,,
PET 3,Legacy,PET 3,3,38.209383,-122.565417,Petaluma River,North Bay,Petaluma River,PET,Mainstem,,
PET 4,Legacy,PET 4,4,38.203667,-122.568217,Petaluma River,North Bay,Petaluma River,PET,Mainstem,,
PET 5,Legacy,PET 5,5,38.194433,-122.547383,Petaluma River,North Bay,Petaluma River,PET,Mainstem,,
PET 6,Legacy,PET 6,6,38.12967,-122.51256,Petaluma River,North Bay,Petaluma River,PET,Mainstem,,
PET 7,Legacy,PET 7,7,38.14198,-122.52125,Petaluma River,North Bay,Petaluma River,PET,Mainstem,,
PET 8,Legacy,PET 8,8,38.16699,-122.53321,Petaluma River,North Bay,Petaluma River,PET,Mainstem,,
PET 9,Legacy,PET 9,9,38.18334,-122.54273,Petaluma River,North Bay,Petaluma River,PET,Mainstem,,
PET FAC,Legacy,PET FAC,,,,Petaluma River,North Bay,Petaluma River,PET,Mainstem,,
PET OX BOW 1,Legacy,PET OX BOW 1,1,,,Petaluma River,North Bay,Petaluma Oxbow,OXB,Slough,,
PET OX BOW 2,Legacy,PET OX BOW 2,2,,,Petaluma River,North Bay,Petaluma Oxbow,OXB,Slough,,
PET RES BRE,Legacy,PET RES BRE,,,,Petaluma River,North Bay,Petaluma River,PET,Mainstem,,
PET-BOW,Legacy,PET-BOW,,,,Petaluma River,North Bay,Petaluma Oxbow,OXB,Slough,,
POND 5 1,Legacy,POND 5 1,1,38.1827,-122.32345,Napa River,North Bay,Pond 5,P5,Restoration Pond,,
POND 5 2,Legacy,POND 5 2,2,38.187283,-122.328683,Napa River,North Bay,Pond 5,P5,Restoration Pond,,
RED 1,Legacy,RED 1,1,,,Bair Island,South Bay,Redwood Creek,RED,unkown,,
RWY 1,Legacy,RWY 1,1,Unknown,,Unknown,Unknown,Unknown,UNK,Unknown,Unknown,Unknown
SAN 1,Legacy,SAN 1,1,38.105364,-122.477176,San Pablo Bay,North Bay,San Pablo Bay,SPB,Open Bay,"POINT SAN PEDRO, SAN FRANCISCO BAY",9415009
SB-100,SB-100,NA,NA,37.455743,-121.928007,Alviso Marsh,South Bay,South Bay,SBY,Slough Adjacent to Restoration Pond,"Coyote Creek, CA",9414575
SB-110,SB-110,NA,NA,37.457433,-121.931959,Alviso Marsh,South Bay,South Bay,SBY,Slough Adjacent to Restoration Pond,"Coyote Creek, CA",9414575
SB-120,SB-120,NA,NA,37.462327,-121.937006,Alviso Marsh,South Bay,South Bay,SBY,Slough Adjacent to Restoration Pond,"Coyote Creek, CA",9414575
SB-130,SB-130,NA,NA,37.4671,-121.944141,Alviso Marsh,South Bay,South Bay,SBY,Slough Adjacent to Restoration Pond,"Coyote Creek, CA",9414575
SB-140,SB-140,NA,NA,37.46419,-121.947985,Alviso Marsh,South Bay,South Bay,SBY,Slough Adjacent to Restoration Pond,"Coyote Creek, CA",9414575
SB-150,SB-150,NA,NA,37.462506,-121.956491,Alviso Marsh,South Bay,South Bay,SBY,Slough Adjacent to Restoration Pond,"Coyote Creek, CA",9414575
SB-160,SB-160,NA,NA,37.461785,-121.967319,Alviso Marsh,South Bay,South Bay,SBY,Slough Adjacent to Restoration Pond,"Coyote Creek, CA",9414575
SB-170,SB-170,NA,NA,37.460769,-121.977462,Alviso Marsh,South Bay,South Bay,SBY,Slough Adjacent to Restoration Pond,"Coyote Creek, CA",9414575
SB-180,SB-180,NA,NA,37.46283,-121.98878,Alviso Marsh,South Bay,South Bay,SBY,Slough Adjacent to Restoration Pond,"Coyote Creek, CA",9414575
SB-190,SB-190,NA,NA,37.466295,-121.99683,Alviso Marsh,South Bay,South Bay,SBY,Slough Adjacent to Restoration Pond,"Coyote Creek, CA",9414575
SB-200,SB-200,NA,NA,37.465643,-122.008583,Alviso Marsh,South Bay,South Bay,SBY,Slough Adjacent to Restoration Pond,"Coyote Creek, CA",9414575
SB-210,SB-210,NA,NA,37.465051,-122.019738,Alviso Marsh,South Bay,South Bay,SBY,Slough Adjacent to Restoration Pond,"Coyote Creek, CA",9414575
SB-220,SB-220,NA,NA,37.465211,-122.031986,Alviso Marsh,South Bay,South Bay,SBY,Slough Adjacent to Restoration Pond,"Coyote Creek, CA",9414575
SB-230,SB-230,NA,NA,37.462425,-122.041478,Alviso Marsh,South Bay,South Bay,SBY,Slough Adjacent to Restoration Pond,"Coyote Creek, CA",9414575
SB-300,SB-300,NA,NA,#N/A,#N/A,Alviso Marsh,South Bay,South Bay,SBY,Slough Adjacent to Restoration Pond,"Coyote Creek, CA",9414575
SB-310,SB-310,NA,NA,#N/A,#N/A,Alviso Marsh,South Bay,South Bay,SBY,Slough Adjacent to Restoration Pond,"Coyote Creek, CA",9414575
SB-320,SB-320,NA,NA,#N/A,#N/A,Alviso Marsh,South Bay,South Bay,SBY,Slough Adjacent to Restoration Pond,"Coyote Creek, CA",9414575
SB-400,SB-400,NA,NA,37.443233,-121.961972,Alviso Marsh,South Bay,South Bay,SBY,Slough Adjacent to Restoration Pond,"Coyote Creek, CA",9414575
SB-410,SB-410,NA,NA,37.446732,-121.966404,Alviso Marsh,South Bay,South Bay,SBY,Slough Adjacent to Restoration Pond,"Coyote Creek, CA",9414575
SB-420,SB-420,NA,NA,37.452589,-121.966949,Alviso Marsh,South Bay,South Bay,SBY,Slough Adjacent to Restoration Pond,"Coyote Creek, CA",9414575
SB-430,SB-430,NA,NA,37.459499,-121.966133,Alviso Marsh,South Bay,South Bay,SBY,Slough Adjacent to Restoration Pond,"Coyote Creek, CA",9414575
SB-500,SB-500,NA,NA,37.426958,-121.980313,Alviso Marsh,South Bay,South Bay,SBY,Slough Adjacent to Restoration Pond,"Coyote Creek, CA",9414575
SB-510,SB-510,NA,NA,37.431831,-121.987709,Alviso Marsh,South Bay,South Bay,SBY,Slough Adjacent to Restoration Pond,"Coyote Creek, CA",9414575
SB-520,SB-520,NA,NA,37.437748,-121.994554,Alviso Marsh,South Bay,South Bay,SBY,Slough Adjacent to Restoration Pond,"Coyote Creek, CA",9414575
SB-530,SB-530,NA,NA,37.441938,-122.002721,Alviso Marsh,South Bay,South Bay,SBY,Slough Adjacent to Restoration Pond,"Coyote Creek, CA",9414575
SB-540,SB-540,NA,NA,37.44652,-122.010734,Alviso Marsh,South Bay,South Bay,SBY,Slough Adjacent to Restoration Pond,"Coyote Creek, CA",9414575
SB-550,SB-550,NA,NA,37.449618,-122.018721,Alviso Marsh,South Bay,South Bay,SBY,Slough Adjacent to Restoration Pond,"Coyote Creek, CA",9414575
SB-560,SB-560,NA,NA,37.45774,-122.021483,Alviso Marsh,South Bay,South Bay,SBY,Slough Adjacent to Restoration Pond,"Coyote Creek, CA",9414575
SB-600,SB-600,NA,NA,37.460093,-122.05193,Lower South Bay,South Bay,Lower South Bay,LSB,Open Bay,"Dumbarton Bridge, CA",9414509
SB-610,SB-610,NA,NA,37.453161,-122.045179,Lower South Bay,South Bay,Lower South Bay,LSB,Open Bay,"Dumbarton Bridge, CA",9414509
SB-611,SB-611,NA,NA,37.451111,-122.033439,Alviso Marsh,South Bay,Guadalupe Slough,GUA,Slough Adjacent to Restoration Pond,"Dumbarton Bridge, CA",9414509
SB-620,SB-620,NA,NA,37.449406,-122.057309,Lower South Bay,South Bay,Lower South Bay,LSB,Open Bay,"Dumbarton Bridge, CA",9414509
SB-630,SB-630,NA,NA,37.455345,-122.062741,Lower South Bay,South Bay,Lower South Bay,LSB,Open Bay,"Dumbarton Bridge, CA",9414509
SB-640,SB-640,NA,NA,37.452612,-122.074918,Lower South Bay,South Bay,Lower South Bay,LSB,Open Bay,"Dumbarton Bridge, CA",9414509
SB-650,SB-650,NA,NA,37.467836,-122.0594,Lower South Bay,South Bay,Lower South Bay,LSB,Open Bay,"Dumbarton Bridge, CA",9414509
SB-660,SB-660,NA,NA,37.463435,-122.069993,Lower South Bay,South Bay,Lower South Bay,LSB,Open Bay,"Dumbarton Bridge, CA",9414509
SB-670,SB-670,NA,NA,37.458889,-122.080777,Lower South Bay,South Bay,Lower South Bay,LSB,Open Bay,"Dumbarton Bridge, CA",9414509
SB-680,SB-680,NA,NA,37.455736,-122.089546,Lower South Bay,South Bay,Lower South Bay,LSB,Open Bay,"Dumbarton Bridge, CA",9414509
SB-690,SB-690,NA,NA,37.479756,-122.058397,Lower South Bay,South Bay,Lower South Bay,LSB,Open Bay,"Dumbarton Bridge, CA",9414509
SB-700,SB-700,NA,NA,37.475334,-122.066962,Lower South Bay,South Bay,Lower South Bay,LSB,Open Bay,"Dumbarton Bridge, CA",9414509
SB-710,SB-710,NA,NA,37.471059,-122.077303,Lower South Bay,South Bay,Lower South Bay,LSB,Open Bay,"Dumbarton Bridge, CA",9414509
SB-720,SB-720,NA,NA,37.466739,-122.087778,Lower South Bay,South Bay,Lower South Bay,LSB,Open Bay,"Dumbarton Bridge, CA",9414509
SB-730,SB-730,NA,NA,37.46323,-122.099025,Lower South Bay,South Bay,Lower South Bay,LSB,Open Bay,"Dumbarton Bridge, CA",9414509
SB-740,SB-740,NA,NA,37.487169,-122.063717,Lower South Bay,South Bay,Lower South Bay,LSB,Open Bay,"Dumbarton Bridge, CA",9414509
SB-750,SB-750,NA,NA,37.482874,-122.074374,Lower South Bay,South Bay,Lower South Bay,LSB,Open Bay,"Dumbarton Bridge, CA",9414509
SB-760,SB-760,NA,NA,37.478817,-122.084489,Lower South Bay,South Bay,Lower South Bay,LSB,Open Bay,"Dumbarton Bridge, CA",9414509
SB-770,SB-770,NA,NA,37.474643,-122.094846,Lower South Bay,South Bay,Lower South Bay,LSB,Open Bay,"Dumbarton Bridge, CA",9414509
SB-780,SB-780,NA,NA,37.470289,-122.105609,Lower South Bay,South Bay,Lower South Bay,LSB,Open Bay,"Dumbarton Bridge, CA",9414509
SB-790,SB-790,NA,NA,#N/A,#N/A,Lower South Bay,South Bay,Lower South Bay,LSB,Open Bay,"Dumbarton Bridge, CA",9414509
SB-800,SB-800,NA,NA,37.494112,-122.071219,Lower South Bay,South Bay,Lower South Bay,LSB,Open Bay,"Dumbarton Bridge, CA",9414509
SB-810,SB-810,NA,NA,37.490202,-122.081504,Lower South Bay,South Bay,Lower South Bay,LSB,Open Bay,"Dumbarton Bridge, CA",9414509
SB-820,SB-820,NA,NA,37.48628,-122.091367,Lower South Bay,South Bay,Lower South Bay,LSB,Open Bay,"Dumbarton Bridge, CA",9414509
SB-830,SB-830,NA,NA,37.482179,-122.101485,Lower South Bay,South Bay,Lower South Bay,LSB,Open Bay,"Dumbarton Bridge, CA",9414509
SB-840,SB-840,NA,NA,37.477942,-122.112184,Lower South Bay,South Bay,Lower South Bay,LSB,Open Bay,"Dumbarton Bridge, CA",9414509
SB-850,SB-850,NA,NA,#N/A,#N/A,Lower South Bay,South Bay,Lower South Bay,LSB,Open Bay,"Dumbarton Bridge, CA",9414509
SB-860,SB-860,NA,NA,37.499481,-122.079367,Lower South Bay,South Bay,Lower South Bay,LSB,Open Bay,"Dumbarton Bridge, CA",9414509
SB-870,SB-870,NA,NA,37.496998,-122.088098,Lower South Bay,South Bay,Lower South Bay,LSB,Open Bay,"Dumbarton Bridge, CA",9414509
SB-880,SB-880,NA,NA,37.493192,-122.097719,Lower South Bay,South Bay,Lower South Bay,LSB,Open Bay,"Dumbarton Bridge, CA",9414509
SB-890,SB-890,NA,NA,37.489226,-122.107564,Lower South Bay,South Bay,Lower South Bay,LSB,Open Bay,"Dumbarton Bridge, CA",9414509
SB-900,SB-900,NA,NA,#N/A,#N/A,Lower South Bay,South Bay,Lower South Bay,LSB,Open Bay,"Dumbarton Bridge, CA",9414509
SB-910,SB-910,NA,NA,37.497594,-122.112449,Lower South Bay,South Bay,Lower South Bay,LSB,Open Bay,"Dumbarton Bridge, CA",9414509
SB-A16,NA,A16,,#N/A,#N/A,Alviso Marsh,South Bay,Pond A16,A16,Restoration Pond,"COYOTE CREEK, TRIBUTARY #1, S.F. BAY",9414561
SB-A17,NA,A17,,37.45694444,-121.97,Alviso Marsh,South Bay,Pond A17,A17,Restoration Pond,"COYOTE CREEK, TRIBUTARY #1, S.F. BAY",9414561
SB-A17:770,SB-770Pond,A17,,#N/A,#N/A,Alviso Marsh,South Bay,Pond A17,A17,Restoration Pond,"COYOTE CREEK, TRIBUTARY #1, S.F. BAY",9414561
SB-A18 1,NA,A18 1,1,,,Alviso Marsh,South Bay,Pond A18,A18,Restoration Pond,"COYOTE CREEK, TRIBUTARY #1, S.F. BAY",9414561
SB-A18 2,NA,A18 2,2,,,Alviso Marsh,South Bay,Pond A18,A18,Restoration Pond,"COYOTE CREEK, TRIBUTARY #1, S.F. BAY",9414561
SB-A18 4,NA,A18 4,4,,,Alviso Marsh,South Bay,Pond A18,A18,Restoration Pond,"COYOTE CREEK, TRIBUTARY #1, S.F. BAY",9414561
SB-A18 5,NA,A18 5,5,,,Alviso Marsh,South Bay,Pond A18,A18,Restoration Pond,"COYOTE CREEK, TRIBUTARY #1, S.F. BAY",9414561
SB-A18 6,NA,A18 6,6,,,Alviso Marsh,South Bay,Pond A18,A18,Restoration Pond,"COYOTE CREEK, TRIBUTARY #1, S.F. BAY",9414561
SB-A18:790,SB-790Pond,A18,,,,Alviso Marsh,South Bay,Pond A18,A18,Restoration Pond,"COYOTE CREEK, TRIBUTARY #1, S.F. BAY",9414561
SB-A18SBPower,NA,A18SBPower,,,,Alviso Marsh,South Bay,Pond A18,A18,Restoration Pond,"COYOTE CREEK, TRIBUTARY #1, S.F. BAY",9414561
SB-A19 1,SB-720Pond,A19 1,1,37.46362222,-121.9667778,Alviso Marsh,South Bay,Pond A19,A19,Restoration Pond,"COYOTE CREEK, TRIBUTARY #1, S.F. BAY",9414561
SB-A19 2,SB-710Pond,A19 2,2,37.46717778,-121.9660944,Alviso Marsh,South Bay,Pond A19,A19,Restoration Pond,"COYOTE CREEK, TRIBUTARY #1, S.F. BAY",9414561
SB-A19 3,NA,A19 3,3,37.47087222,-121.9567194,Alviso Marsh,South Bay,Pond A19,A19,Restoration Pond,"COYOTE CREEK, TRIBUTARY #1, S.F. BAY",9414561
SB-A19 4,SB-700Pond,A19 4,4,37.46237778,-121.9518722,Alviso Marsh,South Bay,Pond A19,A19,Restoration Pond,"COYOTE CREEK, TRIBUTARY #1, S.F. BAY",9414561
SB-A19:700,SB-700Pond,A19 4,4,,,Alviso Marsh,South Bay,Pond A19,A19,Restoration Pond,"COYOTE CREEK, TRIBUTARY #1, S.F. BAY",9414561
SB-A19:710,SB-710Pond,A19 2,2,,,Alviso Marsh,South Bay,Pond A19,A19,Restoration Pond,"COYOTE CREEK, TRIBUTARY #1, S.F. BAY",9414561
SB-A19:720,SB-720Pond,A19 1,1,,,Alviso Marsh,South Bay,Pond A19,A19,Restoration Pond,"COYOTE CREEK, TRIBUTARY #1, S.F. BAY",9414561
SB-A20,NA,A20,,37.46388889,-121.9694444,Alviso Marsh,South Bay,Pond A20,A20,Restoration Pond,"COYOTE CREEK, TRIBUTARY #1, S.F. BAY",9414561
SB-A21 1,SB-750Pond,A21 1,1,37.46380833,-121.9850944,Alviso Marsh,South Bay,Pond A21,A21,Restoration Pond,"COYOTE CREEK, TRIBUTARY #1, S.F. BAY",9414561
SB-A21 2,NA,A21 2,2,37.46929167,-121.978,Alviso Marsh,South Bay,Pond A21,A21,Restoration Pond,"COYOTE CREEK, TRIBUTARY #1, S.F. BAY",9414561
SB-A21 3,NA,A21 3,3,37.46590556,-121.9751444,Alviso Marsh,South Bay,Pond A21,A21,Restoration Pond,"COYOTE CREEK, TRIBUTARY #1, S.F. BAY",9414561
SB-A21 4,SB-750Pond,A21 4,4,37.46163056,-121.9768139,Alviso Marsh,South Bay,Pond A21,A21,Restoration Pond,"COYOTE CREEK, TRIBUTARY #1, S.F. BAY",9414561
SB-A21 5,NA,A21 5,5,37.461692,-121.976764,Alviso Marsh,South Bay,Pond A21,A21,Restoration Pond,,
SB-A21:730,SB-730Pond,NA,NA,,,Alviso Marsh,South Bay,Pond A21,A21,Restoration Pond,"COYOTE CREEK, TRIBUTARY #1, S.F. BAY",9414561
SB-A21:740,SB-740Pond,NA,NA,,,Alviso Marsh,South Bay,Pond A21,A21,Restoration Pond,"COYOTE CREEK, TRIBUTARY #1, S.F. BAY",9414561
SB-A21:750,SB-750Pond,A21 1,1,,,Alviso Marsh,South Bay,Pond A21,A21,Restoration Pond,"COYOTE CREEK, TRIBUTARY #1, S.F. BAY",9414561
SB-A21:760,SB-760Pond,NA,NA,,,Alviso Marsh,South Bay,Pond A21,A21,Restoration Pond,"COYOTE CREEK, TRIBUTARY #1, S.F. BAY",9414561
SB-A6,NA,A06,,37.45563056,-122.0231028,Alviso Marsh,South Bay,Pond A6,A6,Restoration Pond,"COYOTE CREEK, TRIBUTARY #1, S.F. BAY",9414561
SB-A6:780,SB-780Pond,A06,,,,Alviso Marsh,South Bay,Pond A6,A6,Restoration Pond,"COYOTE CREEK, TRIBUTARY #1, S.F. BAY",9414561
SB-ALV 0,,ALV 0,0,37.4228,-121.97576,Alviso Marsh,South Bay,Alviso Slough,ALV,Slough Adjacent to Restoration Pond,"Dumbarton Bridge, CA",9414509
SB-ALV 1,SB-520,ALV 1,1,37.43819,-121.9943,Alviso Marsh,South Bay,Alviso Slough,ALV,Slough Adjacent to Restoration Pond,"Dumbarton Bridge, CA",9414509
SB-ALV 2,SB-540,ALV 2,2,37.44652,-122.010734,Alviso Marsh,South Bay,Alviso Slough,ALV,Slough Adjacent to Restoration Pond,"Coyote Creek, CA",9414575
SB-ALV 3,SB-560,ALV 3,3,37.45774,-122.021483,Alviso Marsh,South Bay,Alviso Slough,ALV,Slough Adjacent to Restoration Pond,"Coyote Creek, CA",9414575
SB-ART 1,SB-410,ART 1,1,37.446732,-121.966404,Alviso Marsh,South Bay,Artesian Slough,ART,Slough Adjacent to Restoration Pond,"Coyote Creek, CA",9414575
SB-ART 2,SB-420,ART 2,2,37.452589,-121.966949,Alviso Marsh,South Bay,Artesian Slough,ART,Slough Adjacent to Restoration Pond,"Coyote Creek, CA",9414575
SB-ART 3,SB-430,ART 3,3,37.459499,-121.966133,Alviso Marsh,South Bay,Artesian Slough,ART,Slough Adjacent to Restoration Pond,"Coyote Creek, CA",9414575
SB-COY 1,SB-160,COY1,1,37.461785,-121.967319,Alviso Marsh,South Bay,Coyote Creek,COY,Slough Adjacent to Restoration Pond,"Coyote Creek, CA",9414575
SB-COY 2,SB-170,COY2,2,37.460769,-121.977462,Alviso Marsh,South Bay,Coyote Creek,COY,Slough Adjacent to Restoration Pond,"Coyote Creek, CA",9414575
SB-COY 3,SB-180,COY3,3,37.46283,-121.98878,Alviso Marsh,South Bay,Coyote Creek,COY,Slough Adjacent to Restoration Pond,"Coyote Creek, CA",9414575
SB-COY 4,SB-230,COY4,4,37.462425,-122.041478,Alviso Marsh,South Bay,Coyote Creek,COY,Slough Adjacent to Restoration Pond,"Coyote Creek, CA",9414575
SB-DUMP 1,na,DUMP 1,1,37.45332,-121.94421,Alviso Marsh,South Bay,Dump Slough,DMP,Slough Adjacent to Restoration Pond,"Coyote Creek, CA",9414575
SB-DUMP 2,na,DUMP 2,2,37.4625,-121.95947,Alviso Marsh,South Bay,Dump Slough,DMP,Slough Adjacent to Restoration Pond,"Coyote Creek, CA",9414575
SB-GUA 1,,GUA 1,1,37.43393,-122.00745,Alviso Marsh,South Bay,Guadalupe Slough,GUA,Slough Adjacent to Restoration Pond,,
SB-LSB 1,SB-880,LSB1,1,37.493192,-122.097719,Lower South Bay,South Bay,Lower South Bay,LSB,Open Bay,"Dumbarton Bridge, CA",9414509
